Nodes and Reaches,CA_Alcantarilla   0 \ Headflow,CA_Bellavista Alto   0 \ Headflow,CA_Calderon   0 \ Headflow,CA_Camarote   0 \ Headflow,CA_Cocinera   0 \ Headflow,CA_Cuz Cuz   0 \ Headflow,CA_Del Medio o Bellavista Bajo   0 \ Headflow,CA_El Aguita   0 \ Headflow,CA_El Bajo   0 \ Headflow,CA_El Bato o El Cato   0 \ Headflow,CA_El Durazno   0 \ Headflow,CA_El Macal   0 \ Headflow,CA_El Peumo   0 \ Headflow,CA_El Silo   0 \ Headflow,CA_Escorial   0 \ Headflow,CA_Higuera   0 \ Headflow,CA_Hospital   0 \ Headflow,CA_Inquilino o Del Bajo   0 \ Headflow,CA_La Montana   0 \ Headflow,CA_Las Bellacas   0 \ Headflow,CA_Las Juntas   0 \ Headflow,CA_Las Juntas_El Maiten   0 \ Headflow,CA_Las Peras   0 \ Headflow,CA_Las Salinas   0 \ Headflow,CA_Los Gonzalez   0 \ Headflow,CA_Los Perales   0 \ Headflow,CA_Los Sauces   0 \ Headflow,CA_Mala Ladera   0 \ Headflow,CA_Molino Carcamo   0 \ Headflow,CA_Molino El Peral   0 \ Headflow,CA_Pelados   0 \ Headflow,CA_Pichicaven   0 \ Headflow,CA_Plantacion   0 \ Headflow,CA_Poblacion Los Guindos   0 \ Headflow,CA_Potrero Nuevo   0 \ Headflow,CA_Rodado   0 \ Headflow,CA_San Isidro   0 \ Headflow,CA_San Javier   0 \ Headflow,CA_San Jorge   0 \ Headflow,CA_San Patricio   0 \ Headflow,CA_Santa Isabel   0 \ Headflow,CA_Santa Margot   0 \ Headflow,CA_Santa Olga   0 \ Headflow,CA_Turbina   0 \ Headflow,CA_Vega de Cesped   0 \ Headflow,CA_Zepedino   0 \ Headflow,CL_1   0 \ Headflow,CL_2   0 \ Headflow,Estero Caren   0 \ Headflow,Rio Illapel   0 \ Headflow
ene-92,0.00509978,0.057424,0.00528402,0.00790755,0.00269751,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193199,0.0247136,0.0990815,0.00183744,0.0126,0,0,1.3277,5.22002
feb-92,0.00509978,0.057424,0.00528402,0.00790755,0.00270231,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193199,0.0247136,0.0990815,0.00183744,0.0126,0,0,0.702898,3.12502
mar-92,0.00370826,0.0417554,0.00384223,0.00574991,0.00196935,0.0608254,0.0245716,0.0037106,0.00365199,0,0.00130792,0.00266044,0.00148628,0.0234803,0.0203262,0.0396241,0.0453073,0.0605709,0.000743138,0.0834848,0.00984392,0.00381749,0,0.0182537,0.00134614,0.00144062,0.0037106,0.0688669,0.281156,0.0210856,0,0.000916474,0.0103987,0.0581776,0.0148468,0.00425443,0.0247916,0.0028855,0.00461061,0.011166,0.0237734,0.0140483,0.0179703,0.0720463,0.00133608,0.00916198,0.0489998,0.29025,0.432299,2.16197
abr-92,0.00420293,0.0473254,0.00435477,0.00651693,0.00223727,0.0689393,0.0278493,0.00420558,0.00413916,0,0.0014824,0.00301533,0.00168454,0.0266125,0.0230377,0.0449098,0.0513511,0.0686508,0.000842271,0.0946215,0.0111571,0.00432673,0,0.0206887,0.00152571,0.00163279,0.00420558,0.0780536,0.318662,0.0238984,0,0.00103873,0.0117858,0.0659383,0.0168273,0.00482196,0.0280988,0.00327042,0.00522565,0.0126555,0.0269448,0.0159223,0.0203674,0.081657,0.00151431,0.0103842,0.053,0.3225,0.485096,2.45037
may-92,0.00367293,0.0413575,0.00380562,0.00569512,0.00197299,0.0602458,0.0243374,0.00367525,0.0036172,0,0.00129546,0.00263509,0.00147212,0.0232566,0.0201326,0.0392465,0.0448756,0.0599937,0.000736058,0.0826894,0.00975013,0.00378112,0,0.0180798,0.00133332,0.00142689,0.00367525,0.0682108,0.278477,0.0208847,0,0.000907742,0.0102996,0.0576233,0.0147053,0.00421389,0.0245554,0.00285801,0.00456668,0.0110596,0.0235469,0.0139144,0.017799,0.0713598,0.00132335,0.00907468,0.1274,0.922349,0.395998,2.14137
jun-92,0.0049149,0.0553423,0.00509246,0.00762089,0.00264015,0.0806175,0.032567,0.00491801,0.00484033,0,0.00173351,0.00352612,0.0019699,0.0311207,0.0269403,0.0525175,0.0600499,0.0802802,0.00098495,0.11065,0.0130471,0.00505968,0,0.0241934,0.00178417,0.00190939,0.00491801,0.0912758,0.372643,0.0279468,0,0.00121469,0.0137823,0.0771082,0.0196778,0.00563879,0.0328587,0.00382442,0.00611087,0.0147993,0.0315092,0.0186195,0.0238177,0.0954896,0.00177083,0.0121432,0.3146,2.43165,0.584097,2.86546
jul-92,0.00473823,0.053353,0.00490941,0.00734695,0.00252397,0.0777197,0.0313963,0.00474123,0.00466634,0,0.0016712,0.00339937,0.00189909,0.030002,0.0259719,0.0506297,0.0578914,0.0773945,0.000949546,0.106673,0.0125781,0.00487781,0,0.0233237,0.00172003,0.00184075,0.00474123,0.0879948,0.359248,0.0269422,0,0.00117103,0.0132869,0.0743365,0.0189705,0.0054361,0.0316775,0.00368695,0.00589121,0.0142673,0.0303766,0.0179502,0.0229615,0.0920572,0.00170718,0.0117067,0.0218,0.0709498,0.567596,2.76246
ago-92,0.00428066,0.0482007,0.00443531,0.00663746,0.00229945,0.0702143,0.0283644,0.00428337,0.00421571,0,0.00150981,0.0030711,0.0017157,0.0271047,0.0234638,0.0457404,0.0523009,0.0699205,0.000857849,0.0963715,0.0113634,0.00440676,0,0.0210713,0.00155393,0.00166299,0.00428337,0.0794972,0.324556,0.0243404,0,0.00105794,0.0120038,0.0671579,0.0171385,0.00491114,0.0286185,0.0033309,0.0053223,0.0128895,0.0274431,0.0162167,0.0207441,0.0831673,0.00154231,0.0105762,0.1522,1.1223,0.493899,2.49569
sept-92,0.00509978,0.057424,0.00528402,0.00790755,0.0027066,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193198,0.0247136,0.0990815,0.00183744,0.0126,0.025,0.09675,1.1726,4.85436
oct-92,0.00509978,0.057424,0.00528402,0.00790755,0.00270243,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193199,0.0247136,0.0990815,0.00183744,0.0126,0.0194,0.0515998,2.3551,8.91051
nov-92,0.00509978,0.057424,0.00528402,0.00790755,0.00269495,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193198,0.0247136,0.0990815,0.00183744,0.0126,0.021,0.0645,3.5343,13.0181
dic-92,0.00509978,0.057424,0.00528402,0.00790755,0.00269538,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193199,0.0247136,0.0990815,0.00183744,0.0126,0,0,2.0482,7.7394
ene-93,0.00509978,0.057424,0.00528402,0.00790755,0.00269751,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193199,0.0247136,0.0990815,0.00183744,0.0126,0,0,1.3134,5.17369
feb-93,0.00509978,0.057424,0.00528402,0.00790755,0.0027023,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193199,0.0247136,0.0990815,0.00183744,0.0126,0,0,0.737,3.26922
mar-93,0.00377716,0.0425312,0.00391362,0.00585674,0.00200511,0.0619555,0.0250281,0.00377955,0.00371985,0,0.00133223,0.00270987,0.00151389,0.0239166,0.0207039,0.0403603,0.0461491,0.0616963,0.000756946,0.085036,0.0100268,0.00388842,0,0.0185929,0.00137115,0.00146739,0.00377955,0.0701465,0.28638,0.0214774,0,0.000933503,0.0105919,0.0592586,0.0151226,0.00433348,0.0252523,0.00293911,0.00469627,0.0113734,0.0242152,0.0143093,0.0183041,0.0733849,0.0013609,0.00933221,0,0,0.4444,2.20214
abr-93,0.00425416,0.0479023,0.00440786,0.00659637,0.00226412,0.0697797,0.0281888,0.00425685,0.00418962,0,0.00150047,0.00305209,0.00170508,0.0269369,0.0233185,0.0454573,0.0519771,0.0694877,0.000852538,0.0957749,0.0112931,0.00437948,0,0.0209409,0.00154431,0.0016527,0.00425685,0.079005,0.322546,0.0241897,0,0.00105139,0.0119295,0.0667421,0.0170324,0.00488074,0.0284413,0.00331028,0.00528935,0.0128097,0.0272732,0.0161163,0.0206157,0.0826524,0.00153277,0.0105107,0.0673997,0.4386,0.493897,2.48024
may-93,0.00509978,0.057424,0.00528402,0.00790755,0.00273946,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193199,0.0247136,0.0990815,0.00183744,0.0126,0.185,1.38675,1.0516,4.43414
jun-93,0.00483717,0.054467,0.00501192,0.00750035,0.00258376,0.0793425,0.0320519,0.00484022,0.00476377,0,0.0017061,0.00347035,0.00193875,0.0306285,0.0265142,0.0516869,0.0591002,0.0790105,0.000969373,0.1089,0.0128407,0.00497965,0,0.0238107,0.00175595,0.00187919,0.00484022,0.0898322,0.366749,0.0275048,0,0.00119548,0.0135644,0.0758887,0.0193666,0.00554961,0.032339,0.00376394,0.00601422,0.0145652,0.0310108,0.018325,0.023441,0.0939793,0.00174282,0.0119512,0.0202,0.0580498,0.570899,2.82014
jul-93,0.00395383,0.0445205,0.00409667,0.00613068,0.00212388,0.0648533,0.0261987,0.00395633,0.00389384,0,0.00139454,0.00283661,0.0015847,0.0250352,0.0216723,0.0422481,0.0483076,0.064582,0.000792351,0.0890134,0.0104958,0.00407029,0,0.0194625,0.00143529,0.00153602,0.00395633,0.0734274,0.299775,0.022482,0,0.000977165,0.0110873,0.0620303,0.01583,0.00453617,0.0264334,0.00307658,0.00491593,0.0119054,0.0253478,0.0149786,0.0191603,0.0768173,0.00142456,0.00976871,0.0818,0.554697,0.436697,2.30514
ago-93,0.00320652,0.0361058,0.00332237,0.00497193,0.00172245,0.0525955,0.021247,0.00320855,0.00315787,0,0.00113096,0.00230047,0.00128518,0.0203034,0.0175761,0.0342628,0.0391771,0.0523755,0.00064259,0.0721891,0.00851201,0.00330098,0,0.0157839,0.00116401,0.0012457,0.00320855,0.0595491,0.243115,0.0182327,0,0.000792473,0.00899172,0.050306,0.012838,0.0036788,0.0214373,0.00249508,0.00398678,0.00965517,0.0205568,0.0121475,0.0155388,0.0622982,0.0011553,0.00792234,0.0721998,0.4773,0.3146,1.86945
sept-93,0.00349803,0.0393881,0.0036244,0.00542392,0.00185706,0.057377,0.0231785,0.00350023,0.00344495,0,0.00123377,0.00250961,0.00140201,0.0221491,0.0191739,0.0373776,0.0427386,0.0571369,0.000701007,0.0787518,0.00928583,0.00360106,0,0.0172188,0.00126982,0.00135895,0.00350023,0.0649626,0.265217,0.0198902,0,0.000864516,0.00980915,0.0548793,0.0140051,0.00401323,0.0233861,0.00272191,0.00434921,0.0105329,0.0224256,0.0132518,0.0169515,0.0679617,0.00126033,0.00864255,0.025,0.09675,0.3663,2.0394
oct-93,0.00509978,0.057424,0.00528402,0.00790755,0.00270247,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193199,0.0247136,0.0990815,0.00183744,0.0126,0,0,0.773297,3.38561
nov-93,0.00509978,0.057424,0.00528402,0.00790755,0.00269591,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193198,0.0247136,0.0990815,0.00183744,0.0126,0,0,0.894298,3.79246
dic-93,0.00507214,0.0571127,0.00525538,0.00786469,0.00268078,0.0831966,0.0336088,0.00507534,0.00499518,0,0.00178897,0.00363893,0.00203292,0.0321162,0.0278021,0.0541976,0.061971,0.0828485,0.00101646,0.11419,0.0134645,0.00522154,0,0.0249673,0.00184125,0.00197047,0.00507534,0.0941958,0.384564,0.0288408,0,0.00125355,0.0142233,0.079575,0.0203073,0.00581919,0.0339099,0.00394677,0.00630636,0.0152727,0.0325172,0.0192151,0.0245796,0.0985444,0.00182748,0.0125317,0,0,0.6787,2.95713
ene-94,0.00352276,0.0396666,0.00365003,0.00546227,0.00186324,0.0577827,0.0233424,0.00352498,0.00346931,0,0.0012425,0.00252735,0.00141193,0.0223057,0.0193094,0.0376419,0.0430408,0.0575409,0.000705964,0.0793086,0.00935149,0.00362653,0,0.0173406,0.0012788,0.00136855,0.00352498,0.065422,0.267092,0.0200309,0,0.000870629,0.00987851,0.0552674,0.0141041,0.00404161,0.0235515,0.00274116,0.00437997,0.0106074,0.0225842,0.0133455,0.0170713,0.0684422,0.00126924,0.00870366,0,0,0.421296,2.05382
feb-94,0.00273482,0.0307943,0.00283362,0.00424052,0.00144903,0.0448583,0.0181214,0.00273655,0.00269332,0,0.000964586,0.00196206,0.00109612,0.0173166,0.0149905,0.0292225,0.0334138,0.0446707,0.00054806,0.0615696,0.00725983,0.00281538,0,0.013462,0.000992772,0.00106245,0.00273655,0.050789,0.207351,0.0155505,0,0.000675894,0.00766897,0.0429057,0.0109494,0.00313762,0.0182837,0.00212804,0.00340029,0.00823482,0.0175328,0.0103605,0.013253,0.0531337,0.00098535,0.00675691,0,0,0.2585,1.59444
mar-94,0.00240798,0.0271141,0.00249498,0.00373374,0.00127823,0.0394974,0.0159557,0.0024095,0.00237145,0,0.000849309,0.00172757,0.000965124,0.0152471,0.013199,0.0257302,0.0294206,0.0393321,0.000482562,0.0542114,0.00639222,0.00247891,0,0.0118532,0.000874127,0.000935476,0.0024095,0.0447192,0.182571,0.0136921,0,0.000595119,0.00675246,0.037778,0.00964085,0.00276264,0.0160986,0.00187372,0.00299393,0.00725069,0.0154375,0.00912233,0.0116691,0.0467837,0.000867592,0.00594939,0,0,0.2156,1.40389
abr-94,0.00215712,0.0242893,0.00223505,0.00334475,0.00114715,0.0353825,0.0142934,0.00215848,0.00212439,0,0.000760826,0.00154759,0.000864576,0.0136586,0.0118239,0.0230495,0.0263555,0.0352344,0.000432288,0.0485636,0.00572626,0.00222066,0,0.0106183,0.000783058,0.000838016,0.00215848,0.0400603,0.16355,0.0122656,0,0.000533118,0.00604897,0.0338423,0.00863645,0.00247483,0.0144214,0.00167851,0.00268202,0.0064953,0.0138291,0.00817195,0.0104534,0.0419097,0.000777204,0.00532958,0.0138,0.00645,0.143,1.25763
may-94,0.00201931,0.0227377,0.00209227,0.00313108,0.00107855,0.0331222,0.0133803,0.00202059,0.00198868,0,0.000712223,0.00144873,0.000809345,0.0127861,0.0110686,0.0215771,0.0246718,0.0329836,0.000404672,0.0454613,0.00536046,0.0020788,0,0.00993997,0.000733035,0.000784482,0.00202059,0.0375012,0.153102,0.0114821,0,0.000499062,0.00566255,0.0316803,0.00808474,0.00231673,0.0135002,0.00157128,0.00251068,0.00608036,0.0129457,0.00764991,0.00978561,0.0392324,0.000727555,0.00498911,0.0282,0.12255,0.1199,1.17729
jun-94,0.00194158,0.0218624,0.00201172,0.00301055,0.00104296,0.0318471,0.0128652,0.00194281,0.00191212,0,0.000684806,0.00139296,0.000778189,0.0122939,0.0106425,0.0207465,0.0237221,0.0317139,0.000389094,0.0437112,0.00515411,0.00199877,0,0.00955733,0.000704817,0.000754283,0.00194281,0.0360575,0.147209,0.0110401,0,0.00047985,0.00544457,0.0304608,0.00777351,0.00222755,0.0129805,0.0015108,0.00241403,0.0058463,0.0124474,0.00735543,0.00940892,0.0377222,0.000699548,0.00479705,0.0401998,0.2193,0.088,1.13197
jul-94,0.00195041,0.0219618,0.00202088,0.00302425,0.00104771,0.031992,0.0129238,0.00195165,0.00192082,0,0.000687922,0.0013993,0.000781729,0.0123498,0.0106909,0.0208409,0.02383,0.0318581,0.000390865,0.0439101,0.00517756,0.00200787,0,0.00960081,0.000708023,0.000757715,0.00195165,0.0362216,0.147878,0.0110903,0,0.000482033,0.00546934,0.0305994,0.00780888,0.00223768,0.0130395,0.00151767,0.00242502,0.0058729,0.012504,0.00738889,0.00945172,0.0378938,0.00070273,0.00481888,0.0921998,0.638549,0.1023,1.13712
ago-94,0.00230728,0.0259802,0.00239064,0.0035776,0.00122801,0.0378456,0.0152884,0.00230874,0.00227227,0,0.000813791,0.00165533,0.000924763,0.0146095,0.012647,0.0246541,0.0281902,0.0376873,0.000462381,0.0519444,0.0061249,0.00237525,0,0.0113575,0.000837571,0.000896355,0.00230874,0.0428491,0.174936,0.0131195,0,0.000570231,0.00647007,0.0361982,0.00923768,0.00264711,0.0154254,0.00179536,0.00286872,0.00694747,0.0147919,0.00874084,0.0111811,0.0448273,0.000831309,0.00570059,0.02564,0.10191,0.165,1.34518
sept-94,0.00232495,0.0261792,0.00240894,0.00360499,0.00123376,0.0381354,0.0154055,0.00232642,0.00228967,0,0.000820023,0.001668,0.000931844,0.0147213,0.0127438,0.0248429,0.0284061,0.0379758,0.000465922,0.0523421,0.0061718,0.00239343,0,0.0114444,0.000843984,0.000903218,0.00232642,0.0431772,0.176275,0.01322,0,0.000574598,0.00651962,0.0364754,0.00930841,0.00266738,0.0155435,0.00180911,0.00289069,0.00700066,0.0149051,0.00880777,0.0112667,0.0451705,0.000837675,0.00574424,0.0154,0.01935,0.1705,1.35548
oct-94,0.00202285,0.0227775,0.00209593,0.00313656,0.00107183,0.0331801,0.0134037,0.00202413,0.00199216,0,0.00071347,0.00145126,0.000810761,0.0128085,0.0110879,0.0216149,0.024715,0.0330413,0.00040538,0.0455408,0.00536984,0.00208243,0,0.00995736,0.000734318,0.000785855,0.00202413,0.0375668,0.15337,0.0115022,0,0.000499935,0.00567246,0.0317358,0.00809888,0.00232078,0.0135238,0.00157403,0.00251508,0.006091,0.0129684,0.0076633,0.00980274,0.0393011,0.000728828,0.00499784,0,0,0.1419,1.17935
nov-94,0.00151934,0.017108,0.00157423,0.00235585,0.000803009,0.0249213,0.0100674,0.0015203,0.00149629,0,0.000535881,0.00109003,0.000608956,0.00962033,0.00832805,0.0162347,0.0185632,0.024817,0.000304478,0.0342053,0.00403324,0.0015641,0,0.00747889,0.00055154,0.000590249,0.0015203,0.0282161,0.115195,0.00863919,0,0.000375497,0.00426054,0.0238365,0.006083,0.00174312,0.0101576,0.00118224,0.00188905,0.0045749,0.00974043,0.00575584,0.00736275,0.0295187,0.000547417,0.00375384,0,0,0.033,0.885799
dic-94,0.00093634,0.0105433,0.000970167,0.00145186,0.000494661,0.0153585,0.00620435,0.000936931,0.000922133,0,0.000330252,0.000671763,0.000375287,0.00592881,0.0051324,0.0100051,0.0114401,0.0152942,0.000187643,0.02108,0.0024856,0.000963921,0,0.00460909,0.000339902,0.000363758,0.000936931,0.017389,0.0709923,0.00532415,0,0.000231411,0.00262568,0.0146899,0.00374883,0.00107425,0.00625992,0.000728592,0.00116418,0.00281942,0.00600282,0.0035472,0.00453751,0.0181918,0.000337361,0.00231341,0,0,0.0725997,0.545897
ene-95,0.00143631,0.016173,0.0014882,0.0022271,0.000759521,0.0235593,0.00951724,0.00143722,0.00141452,0,0.000506595,0.00103046,0.000575676,0.00909457,0.00787291,0.0153475,0.0175487,0.0234608,0.000287838,0.032336,0.00381282,0.00147862,0,0.00707016,0.000521398,0.000557991,0.00143722,0.026674,0.1089,0.00816705,0,0.000354976,0.0040277,0.0225338,0.00575056,0.00164786,0.00960248,0.00111763,0.00178581,0.00432488,0.00920811,0.00544127,0.00696037,0.0279055,0.0005175,0.00354869,0.0338,0.1677,0.0725997,0.837388
feb-95,0.00133384,0.0150192,0.00138203,0.00206821,0.000706639,0.0218786,0.00883827,0.00133469,0.0013136,0,0.000470454,0.000956946,0.000534606,0.00844576,0.00731125,0.0142526,0.0162968,0.021787,0.000267303,0.0300291,0.00354081,0.00137313,0,0.00656577,0.000484201,0.000518184,0.00133469,0.0247711,0.101131,0.0075844,0,0.000329651,0.00374036,0.0209262,0.00534031,0.0015303,0.00891743,0.0010379,0.00165841,0.00401634,0.00855119,0.00505309,0.00646381,0.0259147,0.000480581,0.00329552,0,0,0.0670999,0.77765
mar-95,0.00122078,0.013746,0.00126488,0.00189289,0.000647961,0.020024,0.00808906,0.00122155,0.00120225,0,0.000430574,0.000875827,0.000489289,0.00772983,0.00669149,0.0130444,0.0149153,0.0199402,0.000244644,0.0274836,0.00324066,0.00125674,0,0.0060092,0.000443156,0.000474258,0.00122155,0.0226713,0.0925579,0.00694149,0,0.000301707,0.00342329,0.0191523,0.00488762,0.00140058,0.00816151,0.000949919,0.00151783,0.00367588,0.00782632,0.00462475,0.00591589,0.0237179,0.000439843,0.00301616,0,0,0.0527998,0.711727
abr-95,0.00121901,0.0137262,0.00126305,0.00189015,0.000648418,0.019995,0.00807736,0.00121978,0.00120051,0,0.000429951,0.00087456,0.000488581,0.00771864,0.00668181,0.0130255,0.0148938,0.0199113,0.00024429,0.0274438,0.00323597,0.00125492,0,0.00600051,0.000442515,0.000473572,0.00121978,0.0226385,0.092424,0.00693144,0,0.000301271,0.00341834,0.0191246,0.00488055,0.00139855,0.0081497,0.000948545,0.00151564,0.00367056,0.007815,0.00461806,0.00590733,0.0236836,0.000439206,0.0030118,0.0226,0.0773997,0.0319,0.710698
may-95,0.00116248,0.0130896,0.00120447,0.0018025,0.000619736,0.0190677,0.00770276,0.00116321,0.00114484,0,0.000410011,0.000834,0.000465922,0.00736067,0.00637192,0.0124215,0.014203,0.0189879,0.000232961,0.026171,0.0030859,0.00119672,0,0.00572222,0.000421992,0.000451609,0.00116321,0.0215886,0.0881377,0.00660998,0,0.000287299,0.00325981,0.0182377,0.0046542,0.00133369,0.00777175,0.000904554,0.00144535,0.00350033,0.00745256,0.00440389,0.00563336,0.0225852,0.000418837,0.00287212,0.0146,0.0129,0.022,0.677737
jun-95,0.00124021,0.0139649,0.00128501,0.00192303,0.000666205,0.0203427,0.00821783,0.00124099,0.00122139,0,0.000437428,0.000889769,0.000497078,0.00785288,0.00679801,0.0132521,0.0151528,0.0202576,0.000248539,0.0279211,0.00329225,0.00127674,0,0.00610486,0.00045021,0.000481808,0.00124099,0.0230322,0.0940314,0.00705199,0,0.00030651,0.00347779,0.0194572,0.00496543,0.00142287,0.00829144,0.000965041,0.00154199,0.0037344,0.00795091,0.00469837,0.00601006,0.0240955,0.000446845,0.00306418,0.03012,0.13803,0.0121,0.723059
jul-95,0.00116954,0.0131692,0.00121179,0.00181345,0.000628245,0.0191836,0.00774958,0.00117028,0.0011518,0,0.000412504,0.00083907,0.000468754,0.00740542,0.00641066,0.012497,0.0142894,0.0191033,0.000234377,0.0263301,0.00310466,0.00120399,0,0.00575701,0.000424557,0.000454355,0.00117028,0.0217198,0.0886734,0.00665016,0,0.000289045,0.00327962,0.0183485,0.0046825,0.0013418,0.00781899,0.000910053,0.00145413,0.00352161,0.00749787,0.00443066,0.00566761,0.0227225,0.000421384,0.00288958,0.0681997,0.445049,0.0165,0.681859
ago-95,0.00112184,0.012632,0.00116237,0.00173949,0.000597558,0.0184012,0.00743351,0.00112255,0.00110482,0,0.00039568,0.000804848,0.000449636,0.00710339,0.0061492,0.0119873,0.0137066,0.0183242,0.000224818,0.0252563,0.00297803,0.00115489,0,0.00552221,0.000407242,0.000435823,0.00112255,0.020834,0.0850569,0.00637893,0,0.000277256,0.00314586,0.0176002,0.00449152,0.00128707,0.00750009,0.000872936,0.00139482,0.00337798,0.00719206,0.00424995,0.00543645,0.0217958,0.000404197,0.00277173,0.0418,0.2322,0.0198,0.654047
sept-95,0.00134091,0.0150988,0.00138935,0.00207917,0.000712153,0.0219945,0.00888509,0.00134176,0.00132056,0,0.000472946,0.000962016,0.000537439,0.0084905,0.00734999,0.0143281,0.0163831,0.0219025,0.000268719,0.0301882,0.00355957,0.00138041,0,0.00660056,0.000486766,0.000520929,0.00134176,0.0249023,0.101666,0.00762458,0,0.000331398,0.00376017,0.0210371,0.0053686,0.00153841,0.00896467,0.0010434,0.0016672,0.00403762,0.0085965,0.00507986,0.00649806,0.026052,0.000483127,0.00331298,0.0385999,0.2064,0.0308,0.781767
oct-95,0.00115011,0.0129503,0.00119166,0.00178332,0.000609356,0.0188648,0.00762081,0.00115083,0.00113266,0,0.000405649,0.000825128,0.000460965,0.00728237,0.00630414,0.0122893,0.0140519,0.0187859,0.000230483,0.0258926,0.00305307,0.00118399,0,0.00566135,0.000417503,0.000446805,0.00115083,0.0213589,0.0872,0.00653966,0,0.000284242,0.00322513,0.0180437,0.00460469,0.0013195,0.00768907,0.000894931,0.00142997,0.00346309,0.00737328,0.00435704,0.00557343,0.022345,0.000414382,0.00284157,0.0162,0.0258,0.0450997,0.670527
