Sources and Destinations,Decrease in Storage for AC_01,Decrease in Storage for AC_02,Decrease in Storage for AC_03,Increase in Storage for AC_01,Increase in Storage for AC_02,Increase in Storage for AC_03,Inflow from Below CA_Alameda Diverted Inflow,Inflow from Below CA_Arboleda Grande Diverted Inflow,Inflow from Below CA_Batuco Chalinga Diverted Inflow,Inflow from Below CA_Chalinga Diverted Inflow,Inflow from Below CA_Chanar Chalinga Diverted Inflow,Inflow from Below CA_Chilcas Diverted Inflow,Inflow from Below CA_Cunlagua Diverted Inflow,Inflow from Below CA_Destiladera Diverted Inflow,Inflow from Below CA_Gabino Diverted Inflow,Inflow from Below CA_Huanque Diverted Inflow,Inflow from Below CA_Los Guindos Diverted Inflow,Inflow from Below CA_Maravillal Diverted Inflow,Inflow from Below CA_Molino de Zapallar Diverted Inflow,Inflow from Below CA_Palquial Diverted Inflow,Inflow from Below CA_Tebal Diverted Inflow,Inflow from Below CA_Toma Ranque Diverted Inflow,Inflow from Below CA_Valentino Diverted Inflow,Inflow from Below CL_09 Inflow,Inflow from Below ZR_Alameda Runoff,Inflow from Runoff/Infiltration from ZR_Alameda_FRU to AC_02,Inflow from Runoff/Infiltration from ZR_Arboleda Grande_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Batuco Chalinga_FRU to AC_01,Inflow from Runoff/Infiltration from ZR_Chalinga_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Chanar Chalinga_ANU to AC_03,Inflow from Runoff/Infiltration from ZR_Chilcas_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Cunlagua_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Destiladera_ANU to AC_01,Inflow from Runoff/Infiltration from ZR_Gavino_ANU to AC_01,Inflow from Runoff/Infiltration from ZR_Huanque_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Los Guindos_ANU to AC_03,Inflow from Runoff/Infiltration from ZR_Maravillal_FRU to AC_02,Inflow from Runoff/Infiltration from ZR_Molino de Zapallar_FRU to AC_01,Inflow from Runoff/Infiltration from ZR_Palquial_FRU to AC_02,Inflow from Runoff/Infiltration from ZR_Tebal_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Toma Ranque_FRU to AC_02,Inflow from Runoff/Infiltration from ZR_Valentino_FRU to AC_02,Natural Recharge,Outflow to Agua Potable_AC02,Outflow to Agua Potable_AC03,Outflow to Below CA_Alameda Diverted Inflow,Outflow to Below CA_Arboleda Grande Diverted Inflow,Outflow to Below CA_Batuco Chalinga Diverted Inflow,Outflow to Below CA_Chalinga Diverted Inflow,Outflow to Below CA_Chanar Chalinga Diverted Inflow,Outflow to Below CA_Chilcas Diverted Inflow,Outflow to Below CA_Cunlagua Diverted Inflow,Outflow to Below CA_Destiladera Diverted Inflow,Outflow to Below CA_Gabino Diverted Inflow,Outflow to Below CA_Huanque Diverted Inflow,Outflow to Below CA_Los Guindos Diverted Inflow,Outflow to Below CA_Maravillal Diverted Inflow,Outflow to Below CA_Molino de Zapallar Diverted Inflow,Outflow to Below CA_Palquial Diverted Inflow,Outflow to Below CA_Tebal Diverted Inflow,Outflow to Below CA_Toma Ranque Diverted Inflow,Outflow to Below CA_Valentino Diverted Inflow,Outflow to Below CL_09 Inflow,Outflow to Below ZR_Alameda Runoff,Outflow to Veg_Riparia AC_03,Outflow to Veg_Riparia AC01,Outflow to Veg_Riparia AC02,Overflow
may-04,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00874983,0.00702959,0,0,0.00213769,0,0.000238645,0,0,0,0,0,0.000412306,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103871,-0.00808387,-0.0103871,-0.979884
jun-04,0,0,0,0,0,0,0.00714,0.097572,0.1992,0.0609685,0.0122402,0.0524581,0.10579,0.036176,0.02016,0.0810302,0.0122402,0.01578,0.015399,0.116,0.0939087,0.000804,0.0091,0.00716337,0.00563745,0,0,0.0015936,0,0.000222295,0,0,0,0,0,0.000345353,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01057,-0.00828333,-0.01057,-0.90083
jul-04,0,0,0,0,0,0,0.00714,0.0947578,0.1992,0.05921,0.0118872,0.050945,0.102739,0.036176,0.02016,0.0786931,0.0118872,0.01578,0.015399,0.116,0.0912001,0.000804,0.0091,0.00694661,0.0053087,0,0,0.000488615,0,0.000453642,0,0,0,0,0,0.000582734,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100258,-0.00794839,-0.0100258,-0.88685
ago-04,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00948003,0.00821108,0,0,0.00155746,0,0.00062039,0,0,0,0,0,0.000807012,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00977742,-0.00783548,-0.00977742,-0.98346
sept-04,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00833426,0.00716182,0,0,0.000504902,0,0.000600465,0,0,0,0,0,0.0014228,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098,-0.00800333,-0.0098,-0.979928
oct-04,0,0,0,0,0,0,0.00714,0.0933388,0.1992,0.0583233,0.0117092,0.0501821,0.101201,0.036176,0.02016,0.0775147,0.0117092,0.01578,0.015399,0.116,0.0898344,0.000804,0.0091,0.00683892,0.00564662,0,0,0.000641307,0,0.00139494,0,0,0,0,0,0.00303204,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092129,-0.0075871,-0.0092129,-0.885104
nov-04,0,0,0,0,0,0,0.00714,0.10058,0.1992,0.062848,0.0126176,0.0540752,0.109052,0.036176,0.02016,0.0835282,0.0126176,0.01578,0.015399,0.116,0.0968037,0.000804,0.0091,0.00739156,0.00667153,0,0,0.000489124,0,0.00225742,0,0,0,0,0,0.00538416,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921667,-0.00767667,-0.00921667,-0.927289
dic-04,0,0,0,0,0,0,0.00714,0.0922114,0.1992,0.0576189,0.0115677,0.049576,0.0999783,0.036176,0.02016,0.0765784,0.0115677,0.01578,0.015399,0.116,0.0887493,0.000804,0.0091,0.00675341,0.00612347,0,0,0.00108411,0,0.00295444,0,0,0,0,0,0.00523984,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849032,-0.00718065,-0.00849032,-0.885592
ene-05,0,0,0,0,0,0,0.00714,0.0922739,0.1992,0.0576579,0.0115756,0.0496096,0.100046,0.036176,0.02016,0.0766303,0.0115756,0.01578,0.015399,0.116,0.0888095,0.000804,0.0091,0.00676136,0.00626397,0,0,0.00155746,0,0.00270252,0,0,0,0,0,0.00524339,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799355,-0.00684194,-0.00799355,-0.887629
feb-05,0,0,0,0,0,0,0.00666499,0.0840396,0.185948,0.0525127,0.0105426,0.0451826,0.0911182,0.0337693,0.0188188,0.069792,0.0105426,0.0147302,0.0143745,0.108283,0.0808843,0.000750511,0.00849459,0.00615657,0.00590763,0,0,0.00207934,0,0.00159428,0,0,0,0,0,0.00247058,0,0,0,0,0,0,0,-0.00857192,-0.0135804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008175,-0.007225,-0.008175,-0.808929
mar-05,0,0,0,0,0,0,0.00660771,0.0833173,0.184349,0.0520613,0.010452,0.0447942,0.090335,0.033479,0.0186571,0.0691921,0.010452,0.0146036,0.014251,0.107352,0.0801891,0.000744061,0.00842159,0.00608846,0.00454041,0,0,0.00235146,0,0.000771292,0,0,0,0,0,0.000889885,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681935,-0.00609677,-0.00681935,-0.804156
abr-05,0,0,0,0,0,0,0.00622625,0.0785074,0.173707,0.0490559,0.0098486,0.0422083,0.0851201,0.0315463,0.01758,0.0651977,0.0098486,0.0137605,0.0134283,0.101155,0.0755599,0.000701107,0.00793541,0.00574778,0.00495938,0,0,0.00252451,0,0.000403043,0,0,0,0,0,0.00056245,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107333,-0.0084,-0.0107333,-0.745041
may-05,0,0,0,0,0,0,0.00614228,0.0774486,0.171364,0.0483943,0.00971577,0.041639,0.0839721,0.0311209,0.0173429,0.0643184,0.00971577,0.0135749,0.0132472,0.0997905,0.0745408,0.000691651,0.00782839,0.00566279,0.00415998,0,0,0.00166434,0,0.000188985,0,0,0,0,0,0.000338764,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103871,-0.00808387,-0.0103871,-0.733996
jun-05,0,0,0,0,0,0,0.00712242,0.0898073,0.198709,0.0561167,0.0112662,0.0482835,0.0973717,0.0360869,0.0201104,0.0745819,0.0112662,0.0157411,0.0153611,0.115714,0.0864355,0.00080202,0.00907759,0.00656095,0.00424163,0,0,0.00127803,0,0.000473625,0,0,0,0,0,0.000714331,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01057,-0.00828333,-0.01057,-0.857024
jul-05,0,0,0,0,0,0,0.00686334,0.0865406,0.191481,0.0540755,0.0108563,0.0465272,0.0938299,0.0347743,0.0193788,0.071869,0.0108563,0.0151686,0.0148023,0.111505,0.0832914,0.000772847,0.0087474,0.00633453,0.00493711,0,0,0.00105358,0,0.000155553,0,0,0,0,0,0.000456664,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100258,-0.00794839,-0.0100258,-0.826269
ago-05,0,0,0,0,0,0,0.00714,0.103746,0.1992,0.0648261,0.0130147,0.0557772,0.112484,0.036176,0.02016,0.0861572,0.0130147,0.01578,0.015399,0.116,0.0998505,0.000804,0.0091,0.00762788,0.00613928,0,0,0.00259577,0,0.000792077,0,0,0,0,0,0.00105906,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00977742,-0.00783548,-0.00977742,-0.939444
sept-05,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0150552,0.0137253,0,0,0.000252451,0,0.000366217,0,0,0,0,0,0.00092631,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098,-0.00800333,-0.0098,-0.99223
oct-05,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0148521,0.0135914,0,0,0.000412269,0,0.00121359,0,0,0,0,0,0.00264765,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092129,-0.0075871,-0.0092129,-0.996879
nov-05,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0226926,0.0219604,0,0,0.000599571,0,0.00236673,0,0,0,0,0,0.00561586,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921667,-0.00767667,-0.00921667,-1.01663
dic-05,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0198437,0.0192252,0,0,0.00108411,0,0.00295444,0,0,0,0,0,0.00634159,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849032,-0.00718065,-0.00849032,-1.01546
ene-06,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0152323,0.0147836,0,0,0.00155746,0,0.00270252,0,0,0,0,0,0.00596717,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799355,-0.00684194,-0.00799355,-1.00759
feb-06,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0120374,0.0110529,0,0,0.00126789,0,0.00115925,0,0,0,0,0,0.00154852,0,0,0,0,0,0,0,-0.00857192,-0.0135804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008175,-0.007225,-0.008175,-0.991522
mar-06,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0105486,0.0088994,0,0,0.00247361,0,0.00081663,0,0,0,0,0,0.00098598,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681935,-0.00609677,-0.00681935,-0.994163
abr-06,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00960111,0.00830683,0,0,0.00263496,0,0.000465509,0,0,0,0,0,0.000694848,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107333,-0.0084,-0.0107333,-0.981344
may-06,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00862577,0.00688175,0,0,0.00213769,0,0.000238645,0,0,0,0,0,0.000412306,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103871,-0.00808387,-0.0103871,-0.979613
jun-06,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00837589,0.00701783,0,0,0.00112025,0,0.000621467,0,0,0,0,0,0.000931376,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01057,-0.00828333,-0.01057,-0.978151
jul-06,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.010604,0.00910664,0,0,0.000167961,0,0.000768401,0,0,0,0,0,0.00104483,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100258,-0.00794839,-0.0100258,-0.983866
ago-06,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0107195,0.00940659,0,0,0.00077873,0,0.000327009,0,0,0,0,0,0.000851371,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00977742,-0.00783548,-0.00977742,-0.984867
sept-06,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00890092,0.00771969,0,0,0.00069424,0,0.000787863,0,0,0,0,0,0.00182,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098,-0.00800333,-0.0098,-0.981827
oct-06,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0105242,0.00909287,0,0,6.10769E-05,0,0.000896222,0,0,0,0,0,0.00197499,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092129,-0.0075871,-0.0092129,-0.986711
nov-06,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0103135,0.00974027,0,0,0.000757353,0,0.00250728,0,0,0,0,0,0.00591376,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921667,-0.00767667,-0.00921667,-0.99263
dic-06,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00851749,0.00787787,0,0,0.00108411,0,0.00295444,0,0,0,0,0,0.00634159,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849032,-0.00718065,-0.00849032,-0.992789
ene-07,0,0,0,0,0,0,0.00714,0.103188,0.1992,0.064478,0.0129448,0.0554776,0.11188,0.036176,0.02016,0.0856945,0.0129448,0.01578,0.015399,0.116,0.0993142,0.000804,0.0091,0.0075895,0.00710182,0,0,0.00155746,0,0.00270252,0,0,0,0,0,0.0058636,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799355,-0.00684194,-0.00799355,-0.947659
feb-07,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00828295,0.0074707,0,0,0.00204553,0,0.00157755,0,0,0,0,0,0.00243512,0,0,0,0,0,0,0,-0.00857192,-0.0135804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008175,-0.007225,-0.008175,-0.986268
mar-07,0,0,0,0,0,0,0.00714,0.100408,0.1992,0.0627404,0.0125959,0.0539826,0.108865,0.036176,0.02016,0.0833852,0.0125959,0.01578,0.015399,0.116,0.0966379,0.000804,0.0091,0.00736881,0.00566042,0,0,0.00247361,0,0.00081663,0,0,0,0,0,0.00098598,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681935,-0.00609677,-0.00681935,-0.928531
abr-07,0,0,0,0,0,0,0.00714,0.0920189,0.1992,0.0574986,0.0115436,0.0494725,0.0997696,0.036176,0.02016,0.0764185,0.0115436,0.01578,0.015399,0.116,0.0885641,0.000804,0.0091,0.00674202,0.00544392,0,0,0.00263496,0,0.000465509,0,0,0,0,0,0.000694848,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107333,-0.0084,-0.0107333,-0.872027
may-07,0,0,0,0,0,0,0.0062641,0.0789848,0.174763,0.0493542,0.00990848,0.0424649,0.0856376,0.0317381,0.0176869,0.0655942,0.00990848,0.0138442,0.0135099,0.10177,0.0760193,0.00070537,0.00798366,0.00578665,0.00503282,0,0,0.00210715,0,0.000208419,0,0,0,0,0,0.000348242,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103871,-0.00808387,-0.0103871,-0.750754
jun-07,0,0,0,0,0,0,0.00674731,0.0850775,0.188244,0.0531612,0.0106728,0.0457406,0.0922435,0.0341864,0.0190512,0.070654,0.0106728,0.0149121,0.0145521,0.10962,0.0818833,0.000759781,0.00859951,0.00621957,0.00465958,0,0,0.000631127,0,0.00105021,0,0,0,0,0,0.00156081,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01057,-0.00828333,-0.01057,-0.810801
jul-07,0,0,0,0,0,0,0.00714,0.107615,0.1992,0.0672437,0.0135,0.0578573,0.116679,0.036176,0.02016,0.0893703,0.0135,0.01578,0.015399,0.116,0.103574,0.000804,0.0091,0.00791676,0.00587726,0,0,0.00102304,0,0.000125328,0,0,0,0,0,0.0003926,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100258,-0.00794839,-0.0100258,-0.956425
ago-07,0,0,0,0,0,0,0.00714,0.093357,0.1992,0.0583347,0.0117115,0.0501919,0.10122,0.036176,0.02016,0.0775298,0.0117115,0.01578,0.015399,0.116,0.0898519,0.000804,0.0091,0.00684353,0.00534864,0,0,0.000397,0,3.37937E-05,0,0,0,0,0,8.26088E-05,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00977742,-0.00783548,-0.00977742,-0.878974
sept-07,0,0,0,0,0,0,0.00714,0.100305,0.1992,0.0626765,0.0125831,0.0539277,0.108754,0.036176,0.02016,0.0833003,0.0125831,0.01578,0.015399,0.116,0.0965395,0.000804,0.0091,0.00737076,0.00619602,0,0,0.00069424,0,0.000787863,0,0,0,0,0,0.00182,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098,-0.00800333,-0.0098,-0.919019
oct-07,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00907063,0.00784201,0,0,0.000671845,0,0.00142517,0,0,0,0,0,0.0030961,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092129,-0.0075871,-0.0092129,-0.986267
nov-07,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00833794,0.0077178,0,0,0.000757353,0,0.00249167,0,0,0,0,0,0.00588066,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921667,-0.00767667,-0.00921667,-0.988583
dic-07,0,0,0,0,0,0,0.00714,0.0947109,0.1992,0.0591807,0.0118813,0.0509198,0.102688,0.036176,0.02016,0.0786542,0.0118813,0.01578,0.015399,0.116,0.091155,0.000804,0.0091,0.00694305,0.00629968,0,0,0.00108411,0,0.00295444,0,0,0,0,0,0.00538188,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849032,-0.00718065,-0.00849032,-0.899324
ene-08,0,0,0,0,0,0,0.00686417,0.086551,0.191504,0.054082,0.0108577,0.0465328,0.0938412,0.0347784,0.0193812,0.0718777,0.0108577,0.0151704,0.0148041,0.111519,0.0833015,0.00077294,0.00874845,0.00633875,0.00616229,0,0,0.00155746,0,0.00270252,0,0,0,0,0,0.0049182,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799355,-0.00684194,-0.00799355,-0.840286
feb-08,0,0,0,0,0,0,0.00631116,0.079578,0.176076,0.0497249,0.00998291,0.0427839,0.0862808,0.0319765,0.0178197,0.0660869,0.00998291,0.0139482,0.0136114,0.102534,0.0765903,0.000710668,0.00804363,0.00582905,0.00564211,0,0,0.00181177,0,0.00144238,0,0,0,0,0,0.00217994,0,0,0,0,0,0,0,-0.00827634,-0.0131121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0078931,-0.00697586,-0.0078931,-0.764797
mar-08,0,0,0,0,0,0,0.00611254,0.0770737,0.170535,0.04816,0.00966874,0.0414375,0.0835655,0.0309702,0.0172589,0.0640071,0.00966874,0.0135092,0.0131831,0.0993074,0.07418,0.000688303,0.00779049,0.00563389,0.00458941,0,0,0.00247361,0,0.00081663,0,0,0,0,0,0.00098598,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681935,-0.00609677,-0.00681935,-0.741872
abr-08,0,0,0,0,0,0,0.00580932,0.0732503,0.162075,0.0457709,0.0091891,0.0393819,0.0794201,0.0294339,0.0164028,0.0608319,0.0091891,0.0128391,0.0125291,0.094381,0.0705001,0.000654158,0.00740403,0.00535948,0.00457671,0,0,0.00255607,0,0.000403043,0,0,0,0,0,0.00056245,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107333,-0.0084,-0.0107333,-0.691977
may-08,0,0,0,0,0,0,0.00557319,0.0702729,0.155487,0.0439105,0.0088156,0.0377811,0.0761919,0.0282375,0.0157361,0.0583593,0.0088156,0.0123172,0.0120198,0.0905448,0.0676345,0.000627569,0.00710308,0.00513659,0.00393568,0,0,0.00155746,0,0.000289136,0,0,0,0,0,0.000485795,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103871,-0.00808387,-0.0103871,-0.661966
jun-08,0,0,0,0,0,0,0.00569495,0.0718082,0.158884,0.0448698,0.0090082,0.0386066,0.0778566,0.0288544,0.0160799,0.0596343,0.0090082,0.0125863,0.0122824,0.092523,0.0691122,0.00064128,0.00725827,0.00524727,0.00401127,0,0,0.00134115,0,0.000429273,0,0,0,0,0,0.000649217,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01057,-0.00828333,-0.01057,-0.676288
