Rio Illapel Nodes and Reaches,  0 \ Headflow,  1 \ CA_Las Bellacas Outflow,  2 \ Reach,  3 \ ZR_Las Bellacas_ANU Runoff,  4 \ Reach,  5 \ CA_Las Juntas Outflow,  6 \ Reach,  7 \ ZR_Las Juntas_ANU Runoff,  8 \ Reach,  9 \ CA_Vega de Cesped Outflow, 10 \ Reach, 11 \ ZR_Vega de Cesped_ANU Runoff, 12 \ Reach, 13 \ CA_Las Salinas Outflow, 14 \ Reach, 15 \ ZR_Las Salinas_ANU Runoff, 16 \ Reach, 17 \ CA_Los Gonzalez Outflow, 18 \ Reach, 19 \ ZR_Los Gonzalez_FRU Runoff, 20 \ Reach, 21 \ CA_El Durazno Outflow, 22 \ Reach, 23 \ Rio Illapel en Las  Burras (gauge), 23 \ ZR_El Durazno_FRU Runoff, 24 \ Reach, 25 \ CA_Los Perales Outflow, 26 \ Reach, 27 \ ZR_Los Perales_FRU Runoff, 28 \ Reach, 29 \ CA_Pichicaven Outflow, 30 \ Reach, 31 \ ZR_Pichicaven_ANU Runoff, 32 \ Reach, 33 \ CA_Calderon Outflow, 34 \ Reach, 35 \ ZR_Calderon_ANU Runoff, 36 \ Reach, 37 \ CA_Mala Ladera Outflow, 38 \ Reach, 39 \ ZR_Mala Ladera_FRU Runoff, 40 \ Reach, 41 \ CA_El Macal Outflow, 42 \ Reach, 43 \ ZR_El Macal_FRU Runoff, 44 \ Reach, 45 \ CA_El Aguita Outflow, 46 \ Reach, 47 \ ZR_El Aguita_FRU Runoff, 48 \ Reach, 49 \ CA_Las Peras Outflow, 50 \ Reach, 51 \ ZR_Las Peras_FRU Runoff, 52 \ Reach, 53 \ CA_Alcantarilla Outflow, 54 \ Reach, 55 \ ZR_Alcantarilla_FRU Runoff, 56 \ Reach, 57 \ CA_Rodado Outflow, 58 \ Reach, 59 \ ZR_Rodado_FRU Runoff, 60 \ Reach, 61 \ CA_El Bajo Outflow, 62 \ Reach, 63 \ ZR_El Bajo_FRU Runoff, 64 \ Reach, 65 \ CA_El Bato o El Cato Outflow, 66 \ Reach, 67 \ ZR_El Bato o El Cato_FRU Runoff, 68 \ Reach, 69 \ CA_Los Sauces Outflow, 70 \ Reach, 71 \ ZR_Los Sauces_FRU Runoff, 72 \ Reach, 73 \ CA_Santa Margot Outflow, 74 \ Reach, 75 \ ZR_Santa Margot_FRU Runoff, 76 \ Reach, 77 \ CA_La Montana Outflow, 78 \ Reach, 79 \ ZR_La Montana_FRU Runoff, 80 \ Reach, 81 \ Embalse El Bato, 82 \ Reach, 83 \ Estero Caren Inflow, 84 \ Reach, 85 \ CA_Turbina Outflow, 86 \ Reach, 87 \ CA_San Jorge Outflow, 88 \ Reach, 89 \ ZR_San Jorge_FRU Runoff, 90 \ Reach, 91 \ CA_Santa Isabel Outflow, 92 \ Reach, 93 \ ZR_Santa Isabel_FRU Runoff, 94 \ Reach, 95 \ CA_El Peumo Outflow, 96 \ Reach, 97 \ ZR_El Peumo_FRU Runoff, 98 \ Reach, 99 \ ZR_Turbina_FRU Runoff,100 \ Reach,101 \ CA_San Javier Outflow,102 \ Reach,103 \ Rio Illapel en Huintil (gauge),103 \ ZR_San Javier_FRU Runoff,104 \ Reach,105 \ CA_Camarote Outflow,106 \ Reach,107 \ ZR_Camarote_FRU Runoff,108 \ Reach,109 \ CA_Escorial Outflow,110 \ Reach,111 \ CA_Plantacion Outflow,112 \ Reach,113 \ ZR_Plantacion_FRU Runoff,114 \ Reach,115 \ CA_Santa Olga Outflow,116 \ Reach,117 \ ZR_Santa Olga_FRU Runoff,118 \ Reach,119 \ ZR_Santa Olga_ANU Runoff,120 \ Reach,121 \ ZR_Escorial_FRU Runoff,122 \ Reach,123 \ ZR_Pelados_FRU Runoff,124 \ Reach,125 \ CA_San Isidro Outflow,126 \ Reach,127 \ ZR_San Isidro_FRU Runoff,128 \ Reach,129 \ CA_El Silo Outflow,130 \ Reach,131 \ ZR_El Silo_FRU Runoff,132 \ Reach,133 \ CA_Higuera Outflow,134 \ Reach,135 \ ZR_Higuera_FRU Runoff,136 \ Reach,137 \ CA_San Patricio Outflow,138 \ Reach,139 \ ZR_San Patricio_FRU Runoff,140 \ Reach,141 \ CA_Molino Carcamo Outflow,142 \ Reach,143 \ CL_1 Inflow,144 \ Reach,145 \ CA_Potrero Nuevo Outflow,146 \ Reach,147 \ ZR_Potrero Nuevo_FRU Runoff,148 \ Reach,149 \ Agua Potable_AC 5 Return,150 \ Reach,151 \ CA_Hospital Outflow,152 \ Reach,153 \ ZR_Molino Carcamo_ANU Runoff,154 \ Reach,155 \ CA_Poblacion Los Guindos Outflow,156 \ Reach,157 \ ZR_Hospital_ANU Runoff,158 \ Reach,159 \ ZR_Cocinera_ANU Runoff,160 \ Reach,161 \ CA_Bellavista Alto Outflow,162 \ Reach,163 \ ZR_Poblacion Los Guindos_FRU Runoff,164 \ Reach,165 \ CL_2 Inflow,166 \ Reach,167 \ CA_Cuz Cuz Outflow,168 \ Reach,169 \ ZR_Bellavista Alto_FRU Runoff,170 \ Reach,171 \ Agua Potable_AC 6 Return,172 \ Reach,173 \ CA_Zepedino Outflow,174 \ Reach,175 \ ZR_Zepedino_FRU Runoff,176 \ Reach,177 \ CA_Del Medio o Bellavista Bajo Outflow,178 \ Reach,179 \ ZR_Bellavista Bajo_FRU Runoff,180 \ Reach,181 \ CA_Molino El Peral Outflow,182 \ Reach,183 \ CA_Inquilino o Del Bajo Outflow,184 \ Reach,185 \ ZR_Molino El Peral_FRU Runoff,186 \ Reach,187 \ CA_Las Juntas_El Maiten Outflow,188 \ Reach,189 \ ZR_El Maiten_FRU Runoff,190 \ Reach,191 \ ZR_Inquilino_FRU Runoff,192 \ Reach,193 \ Rio Illapel en el Peral (gauge),193 \ ZR_Cuz Cuz_ANU Runoff,194 \ Reach
dic-09,1.13815,1.07736,1.07736,1.07791,1.07791,1.07188,1.07188,1.07188,1.07188,1.07078,1.07078,1.07081,1.07081,1.05485,1.05485,1.05498,1.05498,1.05386,1.05386,1.05386,1.05386,1.05274,1.05274,1.105,1.05274,1.05274,1.05143,1.05143,1.05153,1.05153,1.05081,1.05081,1.05083,1.05083,1.04665,1.04665,1.04665,1.04665,1.00275,1.00275,1.00416,1.00416,1.00221,1.00221,1.00238,1.00238,0.999592,0.999592,0.999654,0.999654,0.999654,0.999654,0.999654,0.999654,0.997697,0.997697,0.997929,0.997929,0.993404,0.993404,0.99351,0.99351,0.991275,0.991275,0.991275,0.991275,0.991275,0.991275,0.991275,0.991275,0.988484,0.988484,0.988524,0.988524,0.973584,0.973584,0.974102,0.974102,0.973544,0.973544,0.973592,0.973592,0.973592,0.973592,1.14629,1.14629,1.03793,1.03793,1.03419,1.03419,1.03455,1.03455,0.997741,0.997741,0.998463,0.998463,0.997345,0.997345,0.997345,0.997345,0.99954,0.99954,0.997864,0.997864,0.942,0.997864,0.997864,0.992776,0.992776,0.993437,0.993437,0.947708,0.947708,0.931512,0.931512,0.93219,0.93219,0.919791,0.919791,0.919791,0.919791,0.921633,0.921633,0.9232,0.9232,0.924025,0.924025,0.906986,0.906986,0.907348,0.907348,0.882822,0.882822,0.884129,0.884129,0.835391,0.835391,0.838283,0.838283,0.832204,0.832204,0.832398,0.832398,0.615689,0.615689,0.615689,0.615689,0.563583,0.563583,0.564705,0.564705,0.578934,0.578934,0.541014,0.541014,0.559478,0.559478,0.479512,0.479512,0.484935,0.484935,0.49404,0.49404,0.419777,0.419777,0.422048,0.422048,0.422048,0.422048,0.288069,0.288069,0.289585,0.289585,0.304899,0.304899,0.298009,0.298009,0.299025,0.299025,0.273761,0.273761,0.275321,0.275321,0.213308,0.213308,0.167755,0.167755,0.168885,0.168885,0.166014,0.166014,0.166014,0.166014,0.1705,0.1705,0.081,0.176081,0.176081
ene-10,0.807519,0.76439,0.76439,0.76494,0.76494,0.760659,0.760659,0.760663,0.760663,0.759881,0.759881,0.759903,0.759903,0.748578,0.748578,0.74871,0.74871,0.747917,0.747917,0.747917,0.747917,0.747124,0.747124,0.784,0.747124,0.747124,0.746198,0.746198,0.746265,0.746265,0.745757,0.745757,0.745776,0.745776,0.742804,0.742804,0.742804,0.742804,0.711663,0.711663,0.712966,0.712966,0.711578,0.711578,0.711703,0.711703,0.709723,0.709723,0.709773,0.709773,0.709773,0.709773,0.709773,0.709773,0.708385,0.708385,0.708548,0.708548,0.705338,0.705338,0.705413,0.705413,0.703827,0.703827,0.703827,0.703827,0.703827,0.703827,0.703827,0.703827,0.701847,0.701847,0.701886,0.701886,0.691285,0.691285,0.691653,0.691653,0.691257,0.691257,0.691291,0.691291,0.691291,0.691291,0.778191,0.778191,0.701305,0.701305,0.698652,0.698652,0.69891,0.69891,0.672793,0.672793,0.673306,0.673306,0.672513,0.672513,0.672513,0.672513,0.674591,0.674591,0.673401,0.673401,0.815,0.673401,0.673401,0.669792,0.669792,0.670386,0.670386,0.637941,0.637941,0.62645,0.62645,0.627104,0.627104,0.618307,0.618307,0.618307,0.618307,0.619951,0.619951,0.621417,0.621417,0.622211,0.622211,0.610122,0.610122,0.610489,0.610489,0.593088,0.593088,0.594293,0.594293,0.559713,0.559713,0.562317,0.562317,0.558005,0.558005,0.558193,0.558193,0.404437,0.404437,0.404437,0.404437,0.367468,0.367468,0.368503,0.368503,0.382731,0.382731,0.355827,0.355827,0.372873,0.372873,0.316137,0.316137,0.320914,0.320914,0.329865,0.329865,0.277176,0.277176,0.279165,0.279165,0.279165,0.279165,0.184106,0.184106,0.185631,0.185631,0.200945,0.200945,0.196057,0.196057,0.196958,0.196958,0.179032,0.179032,0.180558,0.180558,0.136559,0.136559,0.104239,0.104239,0.105283,0.105283,0.103246,0.103246,0.103246,0.103246,0.107494,0.107494,0.029,0.112918,0.112918
feb-10,0.659197,0.62399,0.62399,0.624488,0.624488,0.620994,0.620994,0.620997,0.620997,0.620359,0.620359,0.620377,0.620377,0.611131,0.611131,0.611249,0.611249,0.610602,0.610602,0.610602,0.610602,0.609955,0.609955,0.64,0.609955,0.609955,0.609199,0.609199,0.609254,0.609254,0.608839,0.608839,0.608854,0.608854,0.606429,0.606429,0.606429,0.606429,0.581007,0.581007,0.581783,0.581783,0.580651,0.580651,0.580752,0.580752,0.579136,0.579136,0.579184,0.579184,0.579184,0.579184,0.579184,0.579184,0.578051,0.578051,0.578182,0.578182,0.575562,0.575562,0.575623,0.575623,0.574329,0.574329,0.574329,0.574329,0.574329,0.574329,0.574329,0.574329,0.572712,0.572712,0.572744,0.572744,0.56409,0.56409,0.564391,0.564391,0.564067,0.564067,0.564095,0.564095,0.564095,0.564095,0.644395,0.644395,0.581631,0.581631,0.579465,0.579465,0.579676,0.579676,0.558356,0.558356,0.558775,0.558775,0.558127,0.558127,0.558127,0.558127,0.559877,0.559877,0.558906,0.558906,0.672,0.558906,0.558906,0.555959,0.555959,0.556345,0.556345,0.52986,0.52986,0.520479,0.520479,0.521074,0.521074,0.513893,0.513893,0.513893,0.513893,0.514934,0.514934,0.516098,0.516098,0.516782,0.516782,0.506914,0.506914,0.507237,0.507237,0.493032,0.493032,0.493976,0.493976,0.465748,0.465748,0.46751,0.46751,0.463989,0.463989,0.464141,0.464141,0.338626,0.338626,0.338626,0.338626,0.308447,0.308447,0.309183,0.309183,0.324937,0.324937,0.302974,0.302974,0.315797,0.315797,0.269482,0.269482,0.272559,0.272559,0.280605,0.280605,0.237593,0.237593,0.238417,0.238417,0.238417,0.238417,0.160818,0.160818,0.162117,0.162117,0.179072,0.179072,0.175081,0.175081,0.175512,0.175512,0.160879,0.160879,0.162034,0.162034,0.126117,0.126117,0.0997336,0.0997336,0.100405,0.100405,0.0987425,0.0987425,0.0987425,0.0987425,0.101815,0.101815,0.025,0.105908,0.105908
mar-10,0.731299,0.69224,0.69224,0.692613,0.692613,0.688737,0.688737,0.688737,0.688737,0.688029,0.688029,0.688049,0.688049,0.677792,0.677792,0.677878,0.677878,0.67716,0.67716,0.67716,0.67716,0.676442,0.676442,0.71,0.676442,0.676442,0.675603,0.675603,0.675664,0.675664,0.675204,0.675204,0.675216,0.675216,0.672526,0.672526,0.672526,0.672526,0.644324,0.644324,0.64477,0.64477,0.643513,0.643513,0.643626,0.643626,0.641833,0.641833,0.641861,0.641861,0.641861,0.641861,0.641861,0.641861,0.640604,0.640604,0.640755,0.640755,0.637847,0.637847,0.637916,0.637916,0.636479,0.636479,0.636479,0.636479,0.636479,0.636479,0.636479,0.636479,0.634686,0.634686,0.634702,0.634702,0.625102,0.625102,0.625436,0.625436,0.625076,0.625076,0.625108,0.625108,0.625108,0.625108,0.688907,0.688907,0.619279,0.619279,0.616876,0.616876,0.61711,0.61711,0.593458,0.593458,0.593922,0.593922,0.593204,0.593204,0.593204,0.593204,0.594337,0.594337,0.593259,0.593259,0.611,0.593259,0.593259,0.589991,0.589991,0.590193,0.590193,0.560811,0.560811,0.550404,0.550404,0.550815,0.550815,0.542848,0.542848,0.542848,0.542848,0.543429,0.543429,0.544136,0.544136,0.544601,0.544601,0.533653,0.533653,0.533875,0.533875,0.518116,0.518116,0.518702,0.518702,0.487387,0.487387,0.488437,0.488437,0.484531,0.484531,0.484636,0.484636,0.345393,0.345393,0.345393,0.345393,0.311913,0.311913,0.312372,0.312372,0.326601,0.326601,0.302236,0.302236,0.310348,0.310348,0.258967,0.258967,0.260705,0.260705,0.266357,0.266357,0.218641,0.218641,0.21897,0.21897,0.21897,0.21897,0.132884,0.132884,0.133729,0.133729,0.149043,0.149043,0.144616,0.144616,0.14482,0.14482,0.128586,0.128586,0.129375,0.129375,0.0895298,0.0895298,0.0602606,0.0602606,0.0606169,0.0606169,0.0587722,0.0587722,0.0587722,0.0587722,0.0608542,0.0608542,0.470008,0.0636501,0.0636501
abr-10,0.732326,0.693213,0.693213,0.693426,0.693426,0.689544,0.689544,0.689565,0.689565,0.688856,0.688856,0.688865,0.688865,0.678594,0.678594,0.678642,0.678642,0.677923,0.677923,0.677923,0.677923,0.677204,0.677204,0.711,0.677204,0.677204,0.676364,0.676364,0.676425,0.676425,0.675964,0.675964,0.675971,0.675971,0.673276,0.673276,0.673276,0.673276,0.645035,0.645035,0.645303,0.645303,0.644044,0.644044,0.644157,0.644157,0.642361,0.642361,0.64238,0.64238,0.64238,0.64238,0.64238,0.64238,0.641121,0.641121,0.641248,0.641248,0.638337,0.638337,0.638382,0.638382,0.636944,0.636944,0.636944,0.636944,0.636944,0.636944,0.636944,0.636944,0.635148,0.635148,0.635155,0.635155,0.625542,0.625542,0.625749,0.625749,0.62539,0.62539,0.625421,0.625421,0.625421,0.625421,0.662821,0.662821,0.593094,0.593094,0.590688,0.590688,0.590922,0.590922,0.567237,0.567237,0.567525,0.567525,0.566806,0.566806,0.566806,0.566806,0.567431,0.567431,0.566352,0.566352,0.65,0.566352,0.566352,0.563078,0.563078,0.563189,0.563189,0.533765,0.533765,0.523344,0.523344,0.523567,0.523567,0.515589,0.515589,0.515589,0.515589,0.515925,0.515925,0.516306,0.516306,0.516558,0.516558,0.505594,0.505594,0.505718,0.505718,0.489937,0.489937,0.490258,0.490258,0.458898,0.458898,0.459514,0.459514,0.455603,0.455603,0.455662,0.455662,0.316223,0.316223,0.316223,0.316223,0.282695,0.282695,0.28297,0.28297,0.297673,0.297673,0.273274,0.273274,0.278007,0.278007,0.226553,0.226553,0.227553,0.227553,0.231133,0.231133,0.18335,0.18335,0.183581,0.183581,0.183581,0.183581,0.0973738,0.0973738,0.097898,0.097898,0.113722,0.113722,0.109289,0.109289,0.109418,0.109418,0.0931619,0.0931619,0.0936834,0.0936834,0.0537817,0.0537817,0.0244712,0.0244712,0.0246635,0.0246635,0.0228162,0.0228162,0.0228162,0.0228162,0.0240413,0.0240413,0.470682,0.0259191,0.0259191
may-10,0.85799,0.812165,0.812165,0.812509,0.812509,0.807961,0.807961,0.808015,0.808015,0.807184,0.807184,0.807228,0.807228,0.795195,0.795195,0.795263,0.795263,0.79442,0.79442,0.79442,0.79442,0.793577,0.793577,0.833,0.793577,0.793577,0.792593,0.792593,0.792614,0.792614,0.792075,0.792075,0.792084,0.792084,0.788927,0.788927,0.788927,0.788927,0.755839,0.755839,0.756196,0.756196,0.754721,0.754721,0.754753,0.754753,0.75265,0.75265,0.752654,0.752654,0.752654,0.752654,0.752654,0.752654,0.75118,0.75118,0.751216,0.751216,0.747805,0.747805,0.74787,0.74787,0.746185,0.746185,0.746185,0.746185,0.746185,0.746185,0.746191,0.746191,0.744088,0.744088,0.744113,0.744113,0.732851,0.732851,0.733114,0.733114,0.732693,0.732693,0.732708,0.732708,0.732708,0.732708,0.765708,0.765708,0.684017,0.684017,0.681198,0.681198,0.681212,0.681212,0.653463,0.653463,0.653829,0.653829,0.652986,0.652986,0.652986,0.652986,0.653747,0.653747,0.652483,0.652483,0.624,0.652483,0.652483,0.648648,0.648648,0.648842,0.648842,0.614369,0.614369,0.60216,0.60216,0.602546,0.602546,0.5932,0.5932,0.5932,0.5932,0.593752,0.593752,0.594381,0.594381,0.594848,0.594848,0.582004,0.582004,0.582209,0.582209,0.56372,0.56372,0.56428,0.56428,0.52754,0.52754,0.528254,0.528254,0.523671,0.523671,0.523762,0.523762,0.360397,0.360397,0.439797,0.439797,0.400517,0.400517,0.400717,0.400717,0.414945,0.414945,0.386359,0.386359,0.390045,0.390045,0.329763,0.329763,0.331128,0.331128,0.33346,0.33346,0.277478,0.277478,0.277584,0.277584,0.812933,0.812933,0.711934,0.711934,0.712349,0.712349,0.727663,0.727663,0.722469,0.722469,0.722656,0.722656,0.70361,0.70361,0.703821,0.703821,0.657073,0.657073,0.622733,0.622733,0.623088,0.623088,0.620924,0.620924,0.620924,0.620924,0.622154,0.622154,0.553204,0.622801,0.622801
jun-10,0.996007,0.94281,0.94281,0.943262,0.943262,0.937983,0.937983,0.938026,0.938026,0.937061,0.937061,0.937125,0.937125,0.923156,0.923156,0.923258,0.923258,0.92228,0.92228,0.92228,0.92228,0.921302,0.921302,0.967,0.921302,0.921302,0.92016,0.92016,0.920182,0.920182,0.919556,0.919556,0.919573,0.919573,0.915909,0.915909,0.915909,0.915909,0.877499,0.877499,0.877976,0.877976,0.876264,0.876264,0.876299,0.876299,0.873856,0.873856,0.87386,0.87386,0.87386,0.87386,0.873861,0.873861,0.872149,0.872149,0.872188,0.872188,0.868228,0.868228,0.868315,0.868315,0.866359,0.866359,0.866359,0.866359,0.866359,0.866359,0.866367,0.866367,0.863925,0.863925,0.863962,0.863962,0.850888,0.850888,0.851241,0.851241,0.850752,0.850752,0.850767,0.850767,0.850767,0.850767,0.902467,0.902467,0.807634,0.807634,0.804361,0.804361,0.804504,0.804504,0.772291,0.772291,0.772882,0.772882,0.771904,0.771904,0.771904,0.771904,0.773176,0.773176,0.771709,0.771709,0.517,0.771709,0.771709,0.767257,0.767257,0.767568,0.767568,0.72755,0.72755,0.713376,0.713376,0.713985,0.713985,0.703135,0.703135,0.703135,0.703135,0.704021,0.704021,0.705114,0.705114,0.705851,0.705851,0.690941,0.690941,0.691332,0.691332,0.669869,0.669869,0.670826,0.670826,0.628175,0.628175,0.629507,0.629507,0.624187,0.624187,0.624337,0.624337,0.434692,0.434692,0.516492,0.516492,0.470893,0.470893,0.471435,0.471435,0.486138,0.486138,0.452953,0.452953,0.461433,0.461433,0.391454,0.391454,0.394038,0.394038,0.401172,0.401172,0.336184,0.336184,0.3364,0.3364,0.891099,0.891099,0.773853,0.773853,0.775355,0.775355,0.791179,0.791179,0.785149,0.785149,0.785509,0.785509,0.763399,0.763399,0.764162,0.764162,0.709894,0.709894,0.67003,0.67003,0.670753,0.670753,0.668241,0.668241,0.668241,0.668241,0.670584,0.670584,0.644437,0.673532,0.673532
jul-10,0.967167,0.915511,0.915511,0.915517,0.915517,0.91039,0.91039,0.910435,0.910435,0.909498,0.909498,0.909504,0.909504,0.895939,0.895939,0.895946,0.895946,0.894996,0.894996,0.894996,0.894996,0.894046,0.894046,0.939,0.894046,0.894046,0.892937,0.892937,0.893007,0.893007,0.892399,0.892399,0.8924,0.8924,0.888842,0.888842,0.888842,0.888842,0.851544,0.851544,0.851577,0.851577,0.849915,0.849915,0.850023,0.850023,0.847651,0.847651,0.847667,0.847667,0.847667,0.847667,0.847667,0.847667,0.846005,0.846005,0.846119,0.846119,0.842274,0.842274,0.842285,0.842285,0.840385,0.840385,0.840385,0.840385,0.840385,0.840385,0.840386,0.840386,0.838015,0.838015,0.838021,0.838021,0.825325,0.825325,0.825327,0.825327,0.824852,0.824852,0.824893,0.824893,0.824893,0.824893,0.882093,0.882093,0.790007,0.790007,0.786828,0.786828,0.786914,0.786914,0.755634,0.755634,0.755711,0.755711,0.754761,0.754761,0.754761,0.754761,0.754871,0.754871,0.753446,0.753446,0.877,0.753446,0.753446,0.749123,0.749123,0.749151,0.749151,0.710292,0.710292,0.696529,0.696529,0.696671,0.696671,0.686135,0.686135,0.686135,0.686135,0.686204,0.686204,0.686335,0.686335,0.686491,0.686491,0.672012,0.672012,0.672069,0.672069,0.651227,0.651227,0.651422,0.651422,0.610006,0.610006,0.610159,0.610159,0.604993,0.604993,0.605026,0.605026,0.420872,0.420872,0.465872,0.465872,0.421594,0.421594,0.421662,0.421662,0.435891,0.435891,0.403667,0.403667,0.405049,0.405049,0.337096,0.337096,0.337603,0.337603,0.337631,0.337631,0.274524,0.274524,0.274548,0.274548,0.532548,0.532548,0.418696,0.418696,0.418839,0.418839,0.434153,0.434153,0.428298,0.428298,0.428349,0.428349,0.40688,0.40688,0.406898,0.406898,0.354201,0.354201,0.315491,0.315491,0.315627,0.315627,0.313188,0.313188,0.313188,0.313188,0.313631,0.313631,0.625322,0.313774,0.313774
ago-10,0.848719,0.80339,0.80339,0.80347,0.80347,0.798971,0.798971,0.799005,0.799005,0.798182,0.798182,0.798186,0.798186,0.786282,0.786282,0.786298,0.786298,0.785465,0.785465,0.785465,0.785465,0.784631,0.784631,0.824,0.784631,0.784631,0.783658,0.783658,0.783728,0.783728,0.783195,0.783195,0.783196,0.783196,0.780073,0.780073,0.780073,0.780073,0.747343,0.747343,0.747527,0.747527,0.746068,0.746068,0.746199,0.746199,0.744118,0.744118,0.744147,0.744147,0.744147,0.744147,0.744147,0.744147,0.742688,0.742688,0.742864,0.742864,0.73949,0.73949,0.739507,0.739507,0.73784,0.73784,0.73784,0.73784,0.73784,0.73784,0.73784,0.73784,0.735759,0.735759,0.735762,0.735762,0.724621,0.724621,0.724734,0.724734,0.724317,0.724317,0.724354,0.724354,0.724354,0.724354,0.750754,0.750754,0.669945,0.669945,0.667156,0.667156,0.667428,0.667428,0.639979,0.639979,0.640088,0.640088,0.639255,0.639255,0.639255,0.639255,0.63952,0.63952,0.63827,0.63827,0.555,0.63827,0.63827,0.634476,0.634476,0.634544,0.634544,0.600444,0.600444,0.588367,0.588367,0.588447,0.588447,0.579201,0.579201,0.579201,0.579201,0.579403,0.579403,0.579577,0.579577,0.579668,0.579668,0.566962,0.566962,0.567006,0.567006,0.548717,0.548717,0.548858,0.548858,0.512514,0.512514,0.512853,0.512853,0.50832,0.50832,0.508344,0.508344,0.346744,0.346744,0.365344,0.365344,0.326488,0.326488,0.326629,0.326629,0.340858,0.340858,0.312581,0.312581,0.315003,0.315003,0.255372,0.255372,0.255937,0.255937,0.257765,0.257765,0.202387,0.202387,0.202682,0.202682,0.247831,0.247831,0.147923,0.147923,0.148193,0.148193,0.163507,0.163507,0.158368,0.158368,0.158481,0.158481,0.139641,0.139641,0.139947,0.139947,0.0937039,0.0937039,0.0597351,0.0597351,0.0598496,0.0598496,0.0577087,0.0577087,0.0577087,0.0577087,0.0583317,0.0583317,0.131,0.059438,0.059438
sept-10,0.819877,0.776087,0.776087,0.776181,0.776181,0.771835,0.771835,0.771883,0.771883,0.771089,0.771089,0.771096,0.771096,0.759597,0.759597,0.759616,0.759616,0.758811,0.758811,0.758811,0.758811,0.758005,0.758005,0.796,0.758005,0.758005,0.757065,0.757065,0.757133,0.757133,0.756618,0.756618,0.756619,0.756619,0.753603,0.753603,0.753603,0.753603,0.721985,0.721985,0.722236,0.722236,0.720826,0.720826,0.720953,0.720953,0.718942,0.718942,0.718981,0.718981,0.718981,0.718981,0.718981,0.718981,0.717572,0.717572,0.71774,0.71774,0.71448,0.71448,0.714502,0.714502,0.712891,0.712891,0.712891,0.712891,0.712891,0.712891,0.712891,0.712891,0.710881,0.710881,0.710886,0.710886,0.700124,0.700124,0.700276,0.700276,0.699873,0.699873,0.699908,0.699908,0.699908,0.699908,0.736208,0.736208,0.658145,0.658145,0.655451,0.655451,0.655714,0.655714,0.629197,0.629197,0.629326,0.629326,0.628521,0.628521,0.628521,0.628521,0.62886,0.62886,0.627652,0.627652,1.051,0.627652,0.627652,0.623988,0.623988,0.624082,0.624082,0.59114,0.59114,0.579473,0.579473,0.579568,0.579568,0.570637,0.570637,0.570637,0.570637,0.570901,0.570901,0.571127,0.571127,0.571234,0.571234,0.55896,0.55896,0.559005,0.559005,0.541338,0.541338,0.541511,0.541511,0.506402,0.506402,0.506829,0.506829,0.50245,0.50245,0.502478,0.502478,0.346369,0.346369,0.389769,0.389769,0.352234,0.352234,0.352375,0.352375,0.367078,0.367078,0.339762,0.339762,0.34258,0.34258,0.284976,0.284976,0.285661,0.285661,0.287588,0.287588,0.234092,0.234092,0.234489,0.234489,0.479589,0.479589,0.383076,0.383076,0.383322,0.383322,0.399147,0.399147,0.394183,0.394183,0.394317,0.394317,0.376117,0.376117,0.376416,0.376416,0.331744,0.331744,0.298929,0.298929,0.299054,0.299054,0.296986,0.296986,0.296986,0.296986,0.297646,0.297646,0.393,0.298709,0.298709
oct-10,0.937298,0.887238,0.887238,0.88743,0.88743,0.882461,0.882461,0.882519,0.882519,0.881611,0.881611,0.881636,0.881636,0.86849,0.86849,0.868539,0.868539,0.867618,0.867618,0.867618,0.867618,0.866698,0.866698,0.91,0.866698,0.866698,0.865623,0.865623,0.865701,0.865701,0.865111,0.865111,0.865119,0.865119,0.861671,0.861671,0.861671,0.861671,0.825525,0.825525,0.826101,0.826101,0.824491,0.824491,0.824635,0.824635,0.822337,0.822337,0.822388,0.822388,0.822388,0.822388,0.822388,0.822388,0.820777,0.820777,0.820968,0.820968,0.817241,0.817241,0.817287,0.817287,0.815446,0.815446,0.815446,0.815446,0.815446,0.815446,0.815446,0.815446,0.813148,0.813148,0.813166,0.813166,0.800862,0.800862,0.8012,0.8012,0.80074,0.80074,0.80078,0.80078,0.80078,0.80078,0.88328,0.88328,0.794038,0.794038,0.790958,0.790958,0.791258,0.791258,0.760944,0.760944,0.761298,0.761298,0.760378,0.760378,0.760378,0.760378,0.761325,0.761325,0.759944,0.759944,0.676,0.759944,0.759944,0.755754,0.755754,0.756032,0.756032,0.718373,0.718373,0.705035,0.705035,0.705298,0.705298,0.695087,0.695087,0.695087,0.695087,0.69586,0.69586,0.696539,0.696539,0.696864,0.696864,0.682832,0.682832,0.682987,0.682987,0.662789,0.662789,0.663318,0.663318,0.623181,0.623181,0.624424,0.624424,0.619418,0.619418,0.619493,0.619493,0.441027,0.441027,0.462987,0.462987,0.420076,0.420076,0.420558,0.420558,0.434787,0.434787,0.403558,0.403558,0.411677,0.411677,0.345822,0.345822,0.348055,0.348055,0.352723,0.352723,0.291566,0.291566,0.292512,0.292512,0.364752,0.364752,0.254417,0.254417,0.255129,0.255129,0.270443,0.270443,0.264769,0.264769,0.265181,0.265181,0.244375,0.244375,0.245119,0.245119,0.194049,0.194049,0.156535,0.156535,0.157004,0.157004,0.15464,0.15464,0.15464,0.15464,0.156381,0.156381,0.576,0.159015,0.159015
