Nodes and Reaches,Aguas Claras de Chillepin   0 \ Headflow,Aguas Claras de Salamanca   0 \ Headflow,AN_03   0 \ Headflow,AN_04   0 \ Headflow,AN_05   0 \ Headflow,AN_07   0 \ Headflow,AN_10   0 \ Headflow,Araya   0 \ Headflow,Barraco Chico   0 \ Headflow,Barraco Grande   0 \ Headflow,Batuco   0 \ Headflow,Breas   0 \ Headflow,Buzeta   0 \ Headflow,Camisas o Batito   0 \ Headflow,Canal Alimentador   0 \ Headflow,Carachas   0 \ Headflow,CL_02   0 \ Headflow,CL_03   0 \ Headflow,CL_04   0 \ Headflow,CL_050   0 \ Headflow,CL_051   0 \ Headflow,CL_052   0 \ Headflow,CL_06   0 \ Headflow,CL_07   0 \ Headflow,CL_08   0 \ Headflow,CL_12   0 \ Headflow,CL_13   0 \ Headflow,CL_14   0 \ Headflow,CL_15   0 \ Headflow,CL_23   0 \ Headflow,CL_24   0 \ Headflow,CL_25   0 \ Headflow,Cuyuntagua Norte   0 \ Headflow,Cuyuntagua Sur   0 \ Headflow,Dona Juana   0 \ Headflow,El Boldo   0 \ Headflow,El Jote   0 \ Headflow,El Pardo   0 \ Headflow,El Pavo   0 \ Headflow,El Quene   0 \ Headflow,El Sauco   0 \ Headflow,EST. CAMISAS   0 \ Headflow,EST. CAMISAS   1 \ AN_07 Inflow,EST. QUELEN   0 \ Headflow,Higueral   0 \ Headflow,Las Viudas   0 \ Headflow,Los Loros   0 \ Headflow,Los Rulos   0 \ Headflow,Matriz de Mincha   0 \ Headflow,Millahue Dos o Los Patos   0 \ Headflow,Millahue Uno   0 \ Headflow,Mincha Sur Arriba   0 \ Headflow,Molino de Choapa   0 \ Headflow,Molino de Los Ranchos   0 \ Headflow,Molino de Peralillo   0 \ Headflow,Molino de Quelen   0 \ Headflow,Molino de Tranquilla   0 \ Headflow,Pangue o Inquilino   0 \ Headflow,Panguesillo Dos   0 \ Headflow,Panguesillo Uno   0 \ Headflow,Pintacura Alto   0 \ Headflow,Pintacura Bajo   0 \ Headflow,Poblacion   0 \ Headflow,RIO CHALINGA   0 \ Headflow,RIO CHOAPA   0 \ Headflow,RIO CUNCUMEN   0 \ Headflow,RIO ILLAPEL   0 \ Headflow,RIO TENCADAN   0 \ Headflow,Rodadero   0 \ Headflow,Salinero   0 \ Headflow,San Antonio   0 \ Headflow,San Francisco   0 \ Headflow,San Pedro   0 \ Headflow,Silvano   0 \ Headflow,Tahuincano   0 \ Headflow
dic-90,0.0407945,0.00480506,0.0494799,0.158348,0.0551135,0,0,0.165186,0.0156386,0.260192,0.0559786,0.400717,1.9725,0,0,0.289051,0.142964,0,0,0.184121,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.183031,0,0,0,0.202395,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.127123,0.21049,0.0390467,0.157789,0.127071,0.0372,0.197377,0.41808,0.1204,0.134583,1.93422,4.32997,0,0.104951,0,0.183733,0.0376,0.0147,0.034615,0.0372,0.492662,0.229176
ene-91,0.0317407,0.00340968,0.11152,0.356891,0.124217,0,0,0.0843612,0.0120407,0.201312,0.0559679,0.257605,1.24549,0,0,0.204457,0.108698,0,0,0.139989,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.139353,0.0480513,0.0470437,0.139579,0,0,0,0.148749,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.0982549,0.21049,0.0303695,0.122881,0.122929,0.0371898,0.149693,0.41808,0.1204,0.0885094,1.85751,3.29,0,0.110501,0,0.139828,0.0376,0.0147,0.034615,0.0372,0.452842,0.207855
feb-91,0.0265654,0.00198043,0.103208,0.33029,0.114959,0,0,0.0745522,0.00946143,0.169904,0.0387631,0.221366,1.01718,0,0,0.14123,0.0914215,0,0,0.11774,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.0970251,0.0400623,0.0324783,0.109305,0,0,0,0.104763,0.122665,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.0826989,0.21049,0.0254087,0.103412,0.0879759,0.0362774,0.116899,0.41808,0.1204,0.0543314,1.66513,2.77,0,0.104347,0,0.108184,0.0376,0.0147,0.034615,0.0372,0.431765,0.119161
mar-91,0.0222529,0.00129482,0.11725,0.375228,0.1306,0,0,0.0618852,0.00792308,0.144628,0.0244011,0.195536,0.872597,0,0,0.107038,0.084863,0,0,0.109293,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.0330509,0.0231241,0.0913474,0,0,0,0.0798214,0.0679915,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.00479125,0.0681604,0.0401848,0.0219047,0.0874007,0.0547739,0.0295551,0.0968655,0.391316,0.1204,0.0379541,1.38256,2.57,0,0.0725855,0,0.0878472,0.0376,0.0147,0.034615,0.0372,0.409626,0.0651365
abr-91,0.0117752,0.000758114,0.110598,0.353939,0.12319,0.007,0.191943,0.0322146,0.00435461,0.0831773,0.0116255,0.115776,0.955799,0.0020204,0,0.066494,0.0904417,0.003,0.003,0.116478,0.002,0,0,0,0,0.00307197,0.0296232,0,0,0.0112895,0,0.001,0.01412,0.01,0.0073,0.3048,0.0102988,0.13939,0.07146,0.0122698,0.0502959,0,0.007,0,0.0446715,0.0393285,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.00237874,0.0362242,0.0211421,0.0118472,0.0478665,0.0289098,0.0372,0.051897,0.35356,0.1204,0.134583,1.36296,2.74,0,0.0269467,0,0.0458481,0.0376,0.0147,0.034615,0.0372,0.492662,0.0378662
may-91,0,0.0033102,0.12602,0.403293,0.140369,0.118,0,0.136843,0,0,0,0,1.9725,0.01366,0,0,0.108729,0.022,0.0619997,0.140031,0.037,0.00899996,0.023,0.015,0.005,0.0100279,0.107383,0.182,0.0439371,0.0533464,0,0,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0,0,0,0.118,0,0,0,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.0071686,0,0.21049,0,0,0,0.0372,0,0.41808,0.1204,0.134583,1.18094,3.29,0,0.412257,0,0,0.0376,0.0147,0.034615,0.0372,0.492662,0
jun-91,0.06712,0.017925,0.174385,0.558075,0.194241,0.540999,2.37674,0,0.04105,0.320395,0,0.585,1.9725,0.01366,0,0.418,0.162899,0.057,0.24,0.209794,0.144,0.035,0.088,0.059,0.024,0.0353225,0.390147,0.595042,0.0818453,0.133535,0.616659,0.055,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0.540999,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.0236945,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,1.3072,4.93997,0,2.14035,0,0,0.0376,0.0147,0.034615,0.0372,0.492662,0
jul-91,0.06712,0.017925,0.25204,0.806586,0.280737,0.0959999,0.683098,0,0.04105,0.320396,0,0.585,1.9725,0.01366,0,0.418,0.204451,0.016,0.065,0.263308,0.0389998,0.014,0.036,0.024,0.004,0.00865782,0.0920665,0.280092,0.0352724,0.0475146,0.176802,0.013,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0.0959999,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,0.982863,6.19997,0,1.07957,0,0,0.0376,0.0147,0.034615,0.0372,0,0
ago-91,0.06712,0.017925,0.24515,0.784539,0.273063,0.005,0,0,0.04105,0.320396,0,0.585,1.9725,0.000173062,0,0.418,0.199054,0.002,0.004,0.256357,0.002,0.002,0.005,0.003,0,0,0,0.051657,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.00189821,0.13939,0.07146,0.0627,0.2618,0,0.005,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,0.922125,6.02998,0,0.332038,0,0,0.0376,0.0147,0.034615,0.0372,0,0.027222
sept-91,0.06712,0.017925,0.374532,1.19859,0.417176,0.162,0.53914,0.165186,0.04105,0.320395,0.0559786,0.585,1.9725,0.01366,0,0.418,0.421551,0.018,0.061,0.542909,0.037,0.012,0.029,0.019,0.007,0.0121147,0.130711,0.252212,0.0331062,0.0309161,0.139414,0.009,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0.162,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.787936,12.77,0,3.77547,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0
oct-91,0.06712,0.017925,0.37148,1.18883,0.413777,0,0.217347,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0,0,0.418,0.527785,0,0,0.679723,0,0,0,0,0,0,0,0.04569,0.0125273,0,0.0558408,0.001,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.778468,15.99,0,3.28956,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.100939
nov-91,0.06712,0.017925,0.673009,2.15379,0.749637,0,0,0.165186,0.04105,0.320395,0.0559786,0.585,1.9725,0,0,0.418,1.20395,0.001,0,1.55054,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,1.27084,36.48,0,10.5749,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.19474
dic-91,0.06712,0.017925,0.645299,2.06511,0.718772,0.001,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.00068151,0,0.418,1.00831,0,0.006,1.29858,0.004,0.001,0.003,0.002,0,0.00271364,0.0256174,0.0537142,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.00582784,0.13939,0.07146,0.0627,0.2618,0,0.001,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,1.38229,30.55,0,9.03715,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.229176
ene-92,0.06712,0.017925,0.4685,1.49931,0.521841,0,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0,0,0.418,0.628062,0,0.002,0.808871,0.001,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,1.08542,19.03,0,3.42353,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.207855
feb-92,0.06712,0.017925,0.31744,1.01588,0.353584,0,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0,0,0.418,0.301165,0,0,0.387864,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.680735,9.12999,0,0.686666,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.115052
mar-92,0.06712,0.017925,0.23456,0.750646,0.261267,0.0559999,0.412115,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.00592252,0,0.418,0.213041,0.005,0.017,0.274372,0.01,0.006,0.016,0.011,0.002,0.00612836,0.0637903,0.129945,0.0222752,0.0294581,0.106425,0.006,0.01412,0.01,0.0073,0.3048,0.0388395,0.13939,0.07146,0.0627,0.2618,0,0.0559999,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.390845,6.45998,0,0.652647,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.0651365
abr-92,0.06712,0.017925,0.220399,0.705332,0.245495,0.079,0.412114,0.165186,0.04105,0.320395,0.0559786,0.585,1.9725,0.01366,0,0.418,0.19767,0.367,0.578997,0.254575,0.347,0.206,0.513997,0.277,0.003,0.00741416,0.078164,0.270267,0.0266076,0.0236262,0.106425,0.006,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0.079,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.415421,5.98997,0,0.698692,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.0203993
may-92,0.06712,0.017925,0.21742,0.695796,0.242176,0.2,0.759312,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.01366,0,0.418,0.203014,0.023,0.0719997,0.261457,0.0429999,0.016,0.0409999,0.027,0.00899996,0.015129,0.164407,0.282303,0.0439371,0.0370845,0.196596,0.014,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0.2,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.404626,6.14998,0,1.32199,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0
jun-92,0.06712,0.017925,0.300576,0.961914,0.3348,7.12299,1.84324,0,0.04105,0.320395,0,0.585,1.9725,0.01366,0,0.418,0.221837,0.058,1.053,0.285699,0.631998,0.0429996,0.107,0.0709996,0.075,0.0495926,0.549672,0.873935,0.192321,0.185686,0.478102,0.042,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,7.12299,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,1.19931,6.71998,0,3.29543,0,0,0.0376,0.0147,0.034615,0.0372,0,0
jul-92,0.06712,0.017925,0.33119,1.05989,0.368899,0.004,0,0,0.04105,0.320396,0,0.585,1.9725,0.000374216,0,0.418,0.222995,0,0.00899996,0.28719,0.005,0.001,0.002,0.001,0,0.00292442,0.0279738,0.0657504,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.0109997,0.13939,0.07146,0.0627,0.2618,0,0.004,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,0.941596,6.75997,0,0.466387,0,0,0.0376,0.0147,0.034615,0.0372,0,0.0189863
ago-92,0.06712,0.017925,0.32416,1.03739,0.361069,0.26,1.39443,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.01366,0,0.418,0.233714,0.032,0.095,0.300996,0.0569997,0.017,0.0429999,0.029,0.011,0.01886,0.206114,0.340479,0.110006,0.106058,0.361543,0.03,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0.26,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.841846,7.07997,0,1.65069,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0
sept-92,0.06712,0.017925,0.348615,1.11565,0.388306,0.056,0.310498,0,0.04105,0.320395,0,0.585,1.9725,0.00112728,0,0.418,0.346181,0.006,0.021,0.445837,0.013,0.005,0.012,0.008,0.002,0.00604406,0.0628476,0.0757809,0.0255245,0.02643,0.0800332,0.004,0.01412,0.01,0.0073,0.3048,0.0440179,0.13939,0.07146,0.0627,0.2618,0,0.056,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,1.55227,10.49,0,2.97478,0,0,0.0376,0.0147,0.034615,0.0372,0,0.0404776
oct-92,0.06712,0.017925,0.542798,1.73709,0.604603,0,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0,0,0.418,0.771987,0,0,0.994224,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,2.18523,23.39,0,8.17988,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.103756
nov-92,0.06712,0.017925,0.650482,2.0817,0.724545,0.014,0,0.165186,0.04105,0.320395,0.0559786,0.585,1.9725,0.00139101,0,0.418,1.09604,0.003,0.012,1.41157,0.007,0.001,0.003,0.002,0.001,0.00349355,0.034336,0.081799,0.0125274,0.0112895,0,0,0.01412,0.01,0.0073,0.3048,0.0132599,0.13939,0.07146,0.0627,0.2618,0,0.014,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,2.11071,33.21,0,13.4974,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.169996
dic-92,0.06712,0.017925,0.463497,1.48331,0.516275,0,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0,0,0.418,0.690229,0,0,0.888934,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,1.31313,20.92,0,6.66652,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.229176
ene-93,0.06712,0.017925,0.4199,1.34378,0.467708,0,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0,0,0.418,0.381948,0,0,0.491902,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,1.17586,11.57,0,3.3629,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.207855
feb-93,0.06712,0.017925,0.341996,1.09447,0.380936,0,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0,0,0.418,0.25773,0.005,0,0.331925,0,0,0.001,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.848041,7.80998,0,0.867779,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.119161
mar-93,0.0222529,0.017925,0.27986,0.895617,0.311725,0,0,0.165186,0.00792308,0.320396,0.0559786,0.585,1.9725,0,0,0.162965,0.177061,0,0,0.228033,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.0679915,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.0219047,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.35935,5.37,0,0.322457,0,0.0878472,0.0376,0.0147,0.034615,0.0372,0.492662,0.0651365
abr-93,0.06712,0.017925,0.273916,0.876597,0.305104,0.124,0.67463,0.165186,0.04105,0.320395,0.0559786,0.585,1.9725,0.01366,0,0.418,0.186472,0.268,0.957998,0.240153,0.575,0.084,0.21,0.074,0.005,0.0101544,0.108797,0.204015,0.059642,0.0561501,0.174603,0.013,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0.124,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.49044,5.65,0,0.836312,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.0218549
may-93,0.06712,0.017925,0.488157,1.56223,0.543739,3.87097,1.01336,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.01366,0,0.418,0.29057,1.09,3.707,0.374216,2.224,0.472999,1.183,0.668996,0.0639998,0.02531,0.278219,0.595094,0.0807624,0.0858703,0.262574,0.021,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,3.87097,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,2.50465,8.81,0,3.92253,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0
jun-93,0.06712,0.017925,0.419633,1.34294,0.467415,0.01,0.30203,0,0.04105,0.320395,0,0.585,1.9725,0.000102144,0,0.418,0.233706,0.003,0.012,0.300985,0.007,0.004,0.009,0.006,0,0.0032406,0.0315083,0.0657504,0.0195675,0.0163363,0.0778337,0.004,0.01412,0.01,0.0073,0.3048,0.0150424,0.13939,0.07146,0.0627,0.2618,0,0.01,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,1.35835,7.07998,0,0.448418,0,0,0.0376,0.0147,0.034615,0.0372,0,0.00334651
jul-93,0.06712,0.017925,0.3583,1.14664,0.399096,0.14,0.581478,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.01366,0,0.418,0.211508,0.013,0.0469997,0.272397,0.028,0.01,0.026,0.017,0.006,0.011377,0.122464,0.21816,0.0423122,0.0393272,0.15041,0.01,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0.14,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,1.01994,6.40998,0,0.929391,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0
ago-93,0.06712,0.017925,0.31569,1.01028,0.351635,0.117,0.733908,0,0.04105,0.320396,0,0.585,1.9725,0.01366,0,0.418,0.198234,0.007,0.023,0.255301,0.014,0.008,0.02,0.013,0.005,0.00994362,0.10644,0.114204,0.0341893,0.0354022,0.189998,0.014,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0.117,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,0.56999,6.00997,0,0.740136,0,0,0.0376,0.0147,0.034615,0.0372,0.492662,0
sept-93,0.06712,0.017925,0.359497,1.15047,0.400428,0.018,0.225816,0,0.04105,0.320395,0.0559786,0.585,1.9725,0.00141912,0,0.418,0.250162,0.005,0.013,0.322178,0.008,0.003,0.007,0.005,0.001,0.00372541,0.036928,0.0617384,0.0130689,0.0135325,0.0580401,0.002,0.01412,0.01,0.0073,0.3048,0.0182675,0.13939,0.07146,0.0627,0.2618,0,0.018,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,0.943063,7.57998,0,0.365948,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.0462999
oct-93,0.06712,0.017925,0.477199,1.52715,0.531534,0,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0,0,0.418,0.418504,0,0,0.538982,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.920423,12.68,0,1.00266,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.105165
nov-93,0.06712,0.017925,0.460968,1.47522,0.513453,0,0,0.165186,0.04105,0.320395,0.0559786,0.585,1.9725,0,0,0.418,0.572766,0,0,0.737658,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,1.11913,17.36,0,1.5552,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.19474
dic-93,0.06712,0.017925,0.384898,1.23177,0.428722,0,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0,0,0.418,0.394945,0,0,0.508639,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.91772,11.97,0,0.532232,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.229176
ene-94,0.06712,0.017925,0.31404,1.005,0.349797,0,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0,0,0.418,0.214692,0,0,0.276496,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.800885,6.50997,0,0.346594,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.207855
